"",,,,,,
Sep  07 2020 - Oct 16 2020,,,,,,
UNTITLED GRAHAM KING PROJECT,,,,,,
Cold Hut Production ULC. Director,,Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
Over $20M Nora Fingscheidt,DGA,PMAbraham Fraser,1AD Jim Brebner,LM Michael Farias,OPA Ben Bourgon,PC  Bliss McDonald
Rate  Sheet A,,,,,,
"",,PMJill Christensen,2AD Chad  Belair,ALM Juraj (George) Slivarich,KPA Teresa Weyen  George,
"",,UMRhonda Taylor,2AD Regan Kosior,ALM Nicky Phillips,KPA Janco Mynhardt,
Phone: (604)901-4070,,UMPaul Giordano,3AD Haley Lauten,ALM Jon  Cairns,KPA Montague Rudolph,
Sep  02 2020 - Oct 07 2020,,,,,,
Prod.  Nan Morales,,,,,,
Home Video,,,,,,
A CINDERELLA STORY: STARSTRUCK,,,,,,
"",,,,,,
CCS Productions II Ltd. Director,,Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
SL4 2.02 b)iii Michelle Johnston,DGA,PMMelissa  Crich,1AD Vincente  Baker,LM Brent Canning,KPA Adam Cartwright,PC  Patrick Tozer
Rate  Sheet D,,,,,,
"",,,2AD Lee Karlovic,ALM Michael McAree,KPA Dean  Karamesinis,
1948 Franklin Street,,,,,,
"",,,3AD Christina  Williams,,KPA Josh Orellana,
"Vancouver, BC",,,,,,
V5L 1R2,,,TAD Chris Ritchie,,,
Phone: (604)255-4666,,,,,,
Fax:  (604)257-4739,,,,,,
Aug 31 2020 - Sep  26 2020,,,,,,
TV Movie,,,,,,
A BRIGHT AND MERRY CHRISTMAS,,,,,,
"",,,,,,
Bright Christmas Productions Ltd. Director,,Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
SL4 2.02 b)iv Paul Ziller,,PMMichele Futerman,1ADLidia Stante,LM Brian McWha,,PC  Yale Kussin
Rate  Sheet P,,,,,,
"",,,,ALM  Khonrad  Eckert,,
1950 Franklin Street,,,,,,
"Vancouver, BC",,,,,,
V5L1R2,,,,,,
Phone: (604)257-4720,,,,,,
Fax:  (604)257-4739,,,,,,
Sep  14 2020 - Oct 02 2020,,,,,,
A FAMILY THROUGH CHRISTMAS
""
Family Christmas Productions Inc. Director  Production Manager  Assistant Directors Location(s) Key PAs PC / EC
SL4 2.02 a)v PMMandy Spencer-Phillips PC  Jim McKeown
Rate  Sheet Q
601 - 2400 Boundary Road
"Burnaby,  BC V5M 3Z3"
info@familychristmasproductions.
com
""
Phone: (604)628-3150
Fax:  (604)628-3151
""
""
Aug 12 2020 - Sep  01 2020 (WRAPPED)
Exec.Kim Arnott Exec.Ivan Hayden Prod.  Mandy Spencer-Phillips
""
""
""
A SUGAR AND SPICE HOLIDAY
SAS Productions Inc. Director  Production Manager  Assistant Directors Location(s) Key PAs PC / EC
SL4 2.02 a)v Jennifer Liao PMMichelle Samuels PC  Heather Eschuk
Rate  Sheet Q
2484 Renfrew  Street
"Vancouver, BC V5M 3K2"
sugarandspiceholiday@gmail.com
""
Phone: (604)215-1656
""
""
""
Sep  14 2020 - Oct 02 2020
""
Exec.Shawn Williamson Exec.Jamie Goehring Prod.  Kevin Leslie
""
""
""
CHASING WATERFALLS
Refreshing Productions Inc. Director  Production Manager  Assistant Directors Location(s) Key PAs PC / EC
SL4 2.02 a)vi PMNavid Soofi PC  Jeff Desmarais
Rate  Sheet R
3876 Norland Avenue
"Burnaby,  BC V5G 4T9"
novusmow@gmail.com
""
Phone: (604)421-4355
""
""
Aug 17 2020 - Sep  04 2020 (WRAPPED)
"",,,,,,
LOVE AT CEDAR CREEK,,,,,,
CMW Spring  Productions Inc. Director,,Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
SL4 2.02 a)vi,,PMRichard  Greenhalgh,,,,PC  Tiann Arnault
Rate  Sheet R,,,,,,
201 - 3920 Norland Avenue,,,,,,
"Burnaby,  BC",,,,,,
V5G 4K7,,,,,,
"",,,,,,
Phone: (604)873-1100,,,,,,
"",,,,,,
"",,,,,,
Aug 20 2020 - Sep  04 2020 (WRAPPED),,,,,,
Prod.  Gilles Laplante,,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
LOVE ON THE VINE,,,,,,
CMW Summer Productions Inc. Director,,Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
SL4 2.02 a)vi,,PMRobert  Bricker,,,,PC  Hanna Vorlicek
Rate  Sheet R,,,,,,
201 - 3920 Norland Avenue,,,,,,
"Burnaby,  BC",,,,,,
V5G 4K7,,,,,,
Canada,,,,,,
"",,,,,,
Phone: (604)873-1100,,,,,,
"",,,,,,
"",,,,,,
Aug 17 2020 - Sep  01 2020 (WRAPPED),,,,,,
Prod.  Gilles Laplante,,,,,,
"",,,,,,
"",,,,,,
LOVE STORIES IN SUNFLOWER VALLEY,,,,,,
CMW Summer Productions Inc. Director,,Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
Rate  Sheet R Robert  Lieberman,,PMChristopher Langford,1AD Michael Bishop,LM Al Dales,KPA Livio Maynard,PC  Jo Boukabous
201 - 3920 Norland Avenue,,,,,,
"",,,2AD Kevin D. Royce,ALM Brendon Olsen,KPA Tanya  Stipica,
"Burnaby,  BC V5G 4K7",,,,,,
"",,,3AD Qwilleran Lake,TAL Christopher-James Jeffrey,,
reeloneproductionoffice@gmail.com,,,,,,
"",,,,,,
Phone: (604)873-1100,,,,,,
"",,,,,,
"",,,,,,
Sep  08 2020 - Sep  23 2020,,,,,,
Prod.  Gilles Laplante,,,,,,
NEVER KISS A MAN IN A CHRISTMAS SWEATER,,,,,,,
Christmas Sweater Productions Inc. Director  Production Manager,Assistant Directors,,Location(s),,Key PAs,,PC / EC
SL4 2.02 a)v Allan Harmon  PMJohn  Prince,1AD Sirish Harman,,LM Jack Veldhuis,,KPA Ali Ibrahim,Permit,PC  Jim McKeown
Rate  Sheet Q,,,,,,,
"",2AD Andrew Otter Niiranen,,ALM Wayne Toews,,KPA Michael Lorman,Permit,EC  La Hilts
601 - 2400 Boundary Road,,,,,,,
"",3AD Rob Guthrie,,TAL Alex Siroshtan,,KPA Jason Pratt,Permit,
"Burnaby,  BC V5M 3Z3",,,,,,,
Calsey Diggens info@christmassweaterproductions.,TAD,,,,,,
com,,,,,,,
"",,,,,,,
Phone: (604)628-3150,,,,,,,
Fax:  (604)628-3151,,,,,,,
"",,,,,,,
"",,,,,,,
"",,,,,,,
Sep  08 2020 - Sep  28 2020,,,,,,,
"",,,,,,,
Exec.Kim Arnott Exec.Ivan Hayden Prod.  John  Prince,,,,,,,
"",,,,,,,
"",,,,,,,
"",,,,,,,
ROMANCE AT CRYSTAL COVE,,,,,,,
CMW Summer Productions Inc. Director  Production Manager,Assistant Directors,,Location(s),,Key PAs,,PC / EC
SL4 2.02 a)vi Nicole Leier  PMCosta Vassos,1AD Angel Christo,,LM Cheryl Uphill,,KPA Tawni Duhamel,Local,PC  Hanna Vorlicek
Rate  Sheet R,,,,,,,
"",2AD Jean-Christophe Castell,,ALM Jacob Wideman,Local,KPA Elle Mack,Local,
201 - 3920 Norland Avenue,,,,,,,
"",3AD Jarrad Bowe,,,,KPA Jordan Marlin,Local,
"Burnaby,  BC V5G 4K7",,,,,,,
cmwkelownacove@gmail.com,,,,,,,
"",,,,,,,
Phone: (604)873-1100,,,,,,,
Fax:  (604)457-1446,,,,,,,
"",,,,,,,
"",,,,,,,
Sep  03 2020 - Sep  19 2020 (SHOOTING IN KELOWNA),,,,,,,
Exec.Gilles Laplante Prod.  Costa Vassos,,,,,,,
"",,,,,,,
"",,,,,,,
"",,,,,,,
THE CHRISTMAS DOCTOR,,,,,,,
Help Road Productions Ltd. SL4 Director  Production Manager,Assistant Directors,,Location(s),,Key PAs,,PC / EC
2.02 a)iv Kevin Fair  PMGeoff Dodd,,,,,,,PC  Patrick Tozer
Rate  Sheet P,,,,,,,
1950 Franklin Street,,,,,,,
"Vancouver, BC V5L",,,,,,,
1R2,,,,,,,
"",,,,,,,
Phone: (604)257-4720,,,,,,,
Fax:  (604)257-4739,,,,,,,
"",,,,,,,
"",,,,,,,
Sep  21 2020 - Oct 09 2020,,,,,,,
"",,,,,,,,
THE CHRISTMAS HOUSE,,,,,,,,
Swift Productions Ltd.  Director,,Production Manager,Assistant Directors,Location(s),,Key PAs,,PC / EC
"",,PMAllen Lewis,,,,,,PC  Miles Gorovich
SL4 2.02 a)iv,,,,,,,,
Rate  Sheet P,,,,,,,,
100-771 Vernon Avenue,,,,,,,,
"Victoria, BC V8X",,,,,,,,
5A7,,,,,,,,
"",,,,,,,,
Phone: (778)265-7007,,,,,,,,
"",,,,,,,,
"",,,,,,,,
Sep  14 2020 - Oct 02 2020,,,,,,,,
"",,,,,,,,
"",,,,,,,,
"",,,,,,,,
THE CHRISTMAS RING,,,,,,,,
Norland Productions Inc. Director,,Production Manager,Assistant Directors,Location(s),,Key PAs,,PC / EC
SL4 2.02 a)vi Troy Scott,,PMDarren  Robson,1AD Ken Shane,LM Sarah Done,,KPA Rhys Davies,Permit,PC  Jeff Desmarais
Rate  Sheet R,,,,,,,,
"",,,2AD Claude Pavel,ALM Boris Detvaj,,KPA Alex Judd,Permit,
3876 Norland Avenue,,,,,,,,
"",,,3AD Danilo Jurisich,,,KPA Justin  Weiss,Permit,
"Burnaby,  BC V5G 4T9",,,,,,,,
novusmow@gmail.com,,,,,,,,
"",,,,,,,,
Phone: (604)421-4355,,,,,,,,
"",,,,,,,,
"",,,,,,,,
Aug 25 2020 - Sep  11 2020,,,,,,,,
"",,,,,,,,
"",,,,,,,,
"",,,,,,,,
THE CHRISTMAS WALTZ,,,,,,,,
Waltz Productions Inc. Director,,Production Manager,Assistant Directors,Location(s),,Key PAs,,PC / EC
SL4 2.02 a)iv Michael Damian  Weir,DGA,PMJacquelyn Renner,1AD Paul Turner,LM Christina  Ollson,,,,PC  Joey  Setter
Rate  Sheet P,,,,,,,,
"",,,2AD Andy Wong,ALM Dan Moore,,,,
2400 Boundary Road,,,,,,,,
"",,,3AD Justine Roy-Benard,LS Julia Ivanova,,,,
"Burnaby,  BC",,,,,,,,
Simone Mawson V5M 3Z3,,,TAD Jillian Budac,TAL,,,,
"",,,,,,,,
Phone: (604)628-3090,,,,,,,,
Fax:  (604)628-3091,,,,,,,,
"",,,,,,,,
"",,,,,,,,
Sep  08 2020 - Sep  26 2020,,,,,,,,
Prod.  Rob Lycar,,,,,,,,
THE WENDY WILLIAMS STORY
""
WW productions Ltd. Director  Production Manager  Assistant Directors Location(s) Key PAs PC / EC
SL4 2.02 a)iii PMAllen Lewis LM David Fullerton PC  Genessa Davis
Rate  Sheet O
ALM Arthur Amson
1950 Franklin Street
"Vancouver, BC"
V5L 1R2
""
Phone: (604)257-4720
Fax:  (604)257-4739
""
""
Sep  21 2020 - Oct 23 2020
""
""
""
TIMELESS CHRISTMAS
Timeless Xmas Productions Inc. Director  Production Manager  Assistant Directors Location(s) Key PAs PC / EC
SL4 2.02 a)iv PMRobyn Wiener PC  Heather Eschuk
Rate  Sheet P
2484 Renfrew  Street
"Vancouver, BC V5M 3K2"
timelessxmasmovie@gmail.com
""
Phone: (604)215-1656
""
""
Aug 17 2020 - Sep  04 2020 (WRAPPED)
Exec.Lincoln Lageson Prod.  Shawn Williamson  Prod.  Jamie Goehring
Prod.  Kevin Leslie
""
""
""
UNDER A LOVER'S MOON
CMW Summer Productions Inc. Director  Production Manager  Assistant Directors Location(s) Key PAs PC / EC
Rate  Sheet R Danny J. Boyle  PMRobert  Bricker PC  Hanna Vorlicek
201 - 3920 Norland Avenue
"Burnaby,  BC V5G 4K7"
cmwkelownacove@gmail.com
""
Phone: (604)873-1100
""
""
Sep  21 2020 - Oct 06 2020 (SHOOTING IN KELOWNA)
TV Series,,,,,,
"",,,,,,
A MILLION LITTLE THINGS – SEASON 3,,,,,,
"",,,,,,
Stage 49 Ltd. Director,Production Manager,Assistant Directors,Location(s),Key PAs,,PC / EC
Article 19.10 Nina Lopez  Corrado DGA,PMWayne  Bennett,1AD Ella Kutschera,LM Sean Wolput,OPA Conor Sawyer,,PCLukasz  Madziag
Rate  Sheet I,,,,,,
Tessa Blake  DGA,UMJerry Pender,1AD Caroline  Battista,LM Tracey  Renyard,KPA Sarah Heary,,PCShaun McKinlay
101 - 4200 North Fraser Way,,,,,,
"",,2AD Megan  Malet-Veale,ALM Graysen Sangster,KPA Curt Irish,,ECLisa Ratke
"Burnaby,  BC V5J 5K7",,,,,,
Michael Petzold stage49amlt@gmail.com,,2AD Hannah Kess,ALM John  Dreyer,KPA,,
"",,3AD Tatiana Ragsdale,TAL Jeff Kent,,,
"",,3AD Ross Langill,,,,
"",,TAD Jessica Boddy,,,,
"",,,,,,
Aug 27 2020 - May 17 2021 (RESUMES  & JOB INQUIRIES SHOULD BE EMAILED),,,,,,
"Exec.DJ Nash, Exec.Aaron Kaplan",Exec.Dana  Honor,,,,,
"",,,,,,
Exec.Nina Lopez-Corrado Prod.  Chris Smirnoff,Prod.  Wayne  Bennett,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
ARE YOU AFRAID OF THE DARK?,,,,,,
Are You Afraid Productions Inc. Director,Production Manager,Assistant Directors,Location(s),Key PAs,,PC / EC
SL4 2.01,PMBrian Dick,1AD Richard  Flower,LM Stephen Sangster,OPA Lara Roper,,PC  Craig J. Lane
Rate  Sheet J,,,,,,
"",,2AD Paul Kalkman,ALM John  McIntyre,,,EC  Sara Brown
202 - 4238 Lozells Avenue,,,,,,
"",,,TAL Kelsey  Fonda,,,
"Burnaby,  BC V5A OC4",,,,,,
ayads1prod@gmail.com,,,,,,
"",,,,,,
Phone: (778)309-0970,,,,,,
Fax:  (604)269-4257,,,,,,
"",,,,,,
"",,,,,,
Oct 13 2020 - Dec 18 2020,,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
BATWOMAN – SEASON 2,,,,,,
Renraw Production Services Inc. Director,Production Manager,Assistant Directors,Location(s),Key PAs,,PC / EC
SL4 2.01 Holly Dale,PMAren Ophoff,1AD Michele  Dutka,LM Matthew Hall,OPA Rachel Jones,,PC  Susan Crawford
Rate  Sheet J,,,,,,
"",,1AD Robert  Duncan,LM Janet  McCairns,KPA Cianna Barker,,
8035 Glenwood Drive - 3rd Floor,,,,,,
"",,2AD Laura Poirier,ALM Hayley Read,KPA Breyden Erickson,,
"Burnaby,  BC V3N 5C8",,,,,,
Emma  Meighan womangotham@gmail.com,,2AD Nathan Kay,ALM Steve Sauve,KPA,,
"",,3AD Darryl Merpaw,ALM Keith Lewis,,,
Phone: (604)647-5613,,3AD William Robson,ALM Tammie  Barker,,,
"",,TAD Nicolas Roskams,Permit LS Michael Howorun,,,
"",,,,,,
"",,,TAL Brian Halpin,,,
Sep  03 2020 - May 10 2021,,,,,,
"",,,TAL Amanda Smith,Permit,,
BRENDAR THE BARBARIAN - SEASON 1,,,,,
Barbarian Productions Inc. Director,Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
Rate  Sheet J,PMRicardo  Plaza-Rosselot,,,,PC  Steven Learmonth
"310 - 555 Brooksbank Avenue, Bldg 10",,,,,
"North Vancouver, BC",,,,,
V7J 3S5,,,,,
"",,,,,
Phone: (604)983-5888,,,,,
Fax:  (604)983-5880,,,,,
"",,,,,
"",,,,,
"",,,,,
Oct 19 2020 - Feb 12 2021,,,,,
"",,,,,
Exec.Mike Mitchell Exec.Drew Massey,,,,,
"",,,,,
"",,,,,
"",,,,,
DAY OF THE DEAD - SEASON 1,,,,,
"DOTD S1 Productions, Inc. Director",Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
SL4 2.02 c) Steven John  Kostanski,PMDarcy  Wild,1AD Quincy Wheeler-Hendren,LM Paul Lougheed,,PC  Taare Belton-Bodsworth
Rate  Sheet L,,,,,
Jacquie Gould,,1AD Kit Marlatt,ALM Mark Wilmot,,EC  Arlana Green
8 - 3888 North Fraser Way,,,,,
"",,2AD Benjamin  Gardere,TAL James L. Head,,
"Burnaby,  BC",,,,,
V5J 5H6,,3AD Laurent  Piche,,,
DOTDoffice@gmail.com,,TAD Tina Gojun,,,
"",,,,,
Phone: (604)419-0428,,,,,
Fax:  (604)419-0359,,,,,
"",,,,,
"",,,,,
"",,,,,
Sep  14 2020 - Dec 01 2020,,,,,
"",,,,,
Exec.Stan  Spry Exec.Jeff Holland,Exec.Drew Brown,,,,
"",,,,,
Exec.Jed  Elinoff Exec.Scott Thomas,Prod.  Darcy Wild,,,,
"",,,,,
"",,,,,
"",,,,,
DEBRIS - SEASON 1,,,,,
"Almanack Productions, Inc. Director",Production Manager,Assistant Directors,Location(s),Key PAs,PC / EC
SL4 2.01,PMAdrian Cox,1AD Richard  Worden,LM Andrzej Dec-Williams,,PC  Almaz Tadege
Rate  Sheet J,,,,,
"",UMGreg Polak,1AD Bryan Knight,,,PC  Nathan Tichenor
8335 Riverbend Road,,,,,
"Burnaby,  BC",,,,,
V3N 5E7,,,,,
"",,,,,
Phone: (604)674-8462,,,,,
Fax:  (604)674-8463,,,,,
"",,,,,
"",,,,,
Oct 05 2020 - Jan  14 2021,,,,,
"",,,,,,
FAMILY LAW - SEASON 1,,,,,,
FL S1 Productions Inc. Director,Production Manager,Assistant Directors,Location(s),,Key PAs,PC / EC
SL4 2.02 c) Alysse Leite-Rogers,PMNicole Oguchi,1AD Ryan Kosmynka,LM Trevor  Metz,,OPA Dawn Hudson,PC  Anah Teele
Rate  Sheet L,,,,,,
Mathias  Herndl,,1AD Bryan Knight,ALM Bonny Northcott,,KPA Karl  Bahena,EC  Sandra Ken Freeman
5595 Roy St,,,,,,
"",,2AD Karin Behrenz,ALM Ithon Harrison-Jones,,KPA Kiran Mahal,
"Burnaby, BC",,,,,,
V5B 3A5,,2AD Adrian Glass,LS Nick Bergstedt,,KPA Ezekiel (Erik) Wool,
Familylawprod@gmail.com,,3AD Kristy Jelinek,LS Phil Jones,,,
"",,,,,,
Daniele  Simone,,TAD Else Jespersen,TAL,,,
Phone:(604)343-7900,,,,,,
"",,,,,,
"",,,,,,
Jul 20 2020 - Oct 14 2020,,,,,,
Prod.Dave Valleau,,,,,,
"",,,,,,
"",,,,,,
GABBY DURAN AND THE UNSITTABLES - SEASON 2,,,,,,
Havensburg Productions Ltd. Director,Production Manager,Assistant Directors,Location(s),,Key PAs,PC / EC
SL4 2.01,PMMatthew Santoro,Permit 1AD Robert  Weber,LM Peter Pantages,,,PC  Kimberly Goddard-Rains
Rate  Sheet J,,,,,,
"",,1AD Steve Eathorne,ALM Sean Manuel,,,EC  Sara Brown
3171 Lake City Way,,,,,,
"",,2AD Johanne Michel,LS Prince  J. Atkinson,,,
"Burnaby,  BC V5A 3A3",,,,,,
Monika Tomczak gds2office@gmail.com,,3AD,,,,
"",,3AD Taylor Falconer,,,,
"",,TAD Dane  Vanderjagt,,,,
Phone: (604)421-4687,,,,,,
"",,,,,,
Fax:  (604)421-4686,,,,,,
"",,,,,,
"",,,,,,
Sep  29 2020 - Mar 04 2021,,,,,,
Exec.Bridget Hill,,,,,,
Prod.  Colleen  Mitchell,,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
KUNG FU - SEASON 1,,,,,,
3253 Production Services Inc. Director,Production Manager,Assistant Directors,Location(s),,Key PAs,PC / EC
SL4 2.01 Hanelle  Culpepper,DGA PMInes Eisses,1AD Chris Lamb,LM Greg Astop,,OPA Melania Solano,PC  Hannah Lenahan
Rate  Sheet J,,,,,,
"",,2AD Brett McCord,ALM Larissa Craig,,,EC  Sandra Ken Freeman
9110 196A Avenue,,,,,,
"",,3AD Alex Chipera,ALM Kevin Macdonald,,,
"Langley,  BC V1M 3B4",,,,,,
kungfuproductions1@gmail.com,,TAD Sheila  McLennan,TAL Brandon Colbourne,,,
"",,,,,,
Phone: (604)371-1414,,,,,,
Fax:  (604)371-2424,,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
Oct 13 2020 - Apr 20 2021,,,,,,
"",,,,,,
Exec.Greg Berlanti Exec.Christina  Kim,Exec.Martin Gero,,,,,
"",,,,,,
Exec.Sarah Schechter Exec.Hanelle  Culpepper,Prod.  Ian Smith,,,,,
LEGENDS OF TOMORROW - SEASON 6,,,,,
Silverstrand Production Services Inc. Director  Production Manager,Assistant Directors,Location(s),,Key PAs,PC / EC
SL4 2.01 PMCatou  Kearney,1AD Richard  Worden,LM Russell Hamilton,,OPA Benjamin  Poulton,PC  Anita Truelove
Rate  Sheet K,,,,,
"",1AD Bryan Knight,ALM Nigel Williams,,,
200 - 8035 Glenwood Drive,,,,,
"",2AD Sina Nazarian,,,,
"Burnaby,  BC V3N 5C8",,,,,
production@waveriderfilms.com,,,,,
"",,,,,
Phone: (604)639-1855,,,,,
Fax:  (604)540-0960,,,,,
"",,,,,
"",,,,,
Oct 05 2020 - May 10 2021,,,,,
"",,,,,
"",,,,,
MOTHERLAND FORT SALEM - SEASON 2,,,,,
"",,,,,
Bad Angel  Productions Ltd. Director  Production Manager,Assistant Directors,Location(s),,Key PAs,PC / EC
SL4 2.01 Amanda Tapping  PMTim Sereda,1AD Cory Faulkner,LM Kirk Johns,,OPA Victor Martone,PC  Stacey A. Harris
Rate  Sheet J,,,,,
UMJulia Done,1AD Michael Shandley,ALM Kirstie Campbell,,KPA Arth Oro,PC  Jackie Pytel
3500 Cornett  Road  Bld. K,,,,,
UMChris Wilson,2AD Amanda Wowryk,ALM Korey Petrie,,,EC  James Forsyth
"Vancouver, BC",,,,,
"",,,,,
V5M 2H5,2AD Karin Behrenz,ALM Jason  Durocher,,,
"",,,,,
motherlandseason2@gmail.com,3AD Tanya  Steinauer,ALM Jason Liadis,,,
"",,,,,
LS,,Tim Moshansky,,,
Phone: (604)453-4950,,TAL Lily Ditchburn,,,
Fax:  (604)453-4951,,,,,
"",,,,,
"",,,,,
Oct 06 2020 - Mar 12 2021,,,,,
"",,,,,
Exec.Eliot Laurence Exec.Kevin Messick  Exec.Amanda Tapping,,,,,
Prod.  Tracey  Jeffrey,,,,,
"",,,,,
"",,,,,
"",,,,,
NANCY DREW - SEASON 2,,,,,
Ultra Productions Inc. Director  Production Manager,Assistant Directors,Location(s),,Key PAs,PC / EC
SL4 2.01 PMLucy MacLeod,,,,,PC  Simon Guérette-Langlais
Rate  Sheet J,,,,,
210 - 555 Brooksbank Avenue  Bld. 10,,,,,
"North Vancouver, BC V7J 3S5",,,,,
nancydrewprodoffice@gmail.com,,,,,
"",,,,,
Phone: (604)983-5544,,,,,
Fax:  (604)983-5542,,,,,
"",,,,,
"",,,,,
Sep  29 2020 - Apr 29 2021,,,,,
RESIDENT ALIEN - SEASON 1
""
GEP Resident Inc. Director  Production Manager  Assistant Directors Location(s) Key PAs PC / EC
SL4 2.01 Shannon Kohli PMBradley  Jubenvill 1AD JodyRyan LM Ken Brooker  OPA Saugat Datta PC  Laurie Kean
Rate  Sheet J
Robert  Duncan McNeill DGA UMMary Jo Beirnes 2AD Gurjit  Chohan ALM Kevin McLean
1440 Derwent  Way
TAL Karthik Chatapuram
"Delta, BC V3M 6H9"
residentalienoffice@gmail.com
""
Phone: (604)449-3601
""
""
""
Sep  10 2020 - Oct 14 2020
""
Exec.Chris Sheridan Exec.Robert  Duncan McNeill Exec.Robert  Petrovicz
""
""
""
RIVERDALE - SEASON 5
"Shadow Lake Films,  A Division of Director  Production Manager  Assistant Directors Location(s) Key PAs PC / EC"
Adjacent Production Services Inc. PMTanja Knight 1AD Julia Bettencourt LM Sheri Mayervich OPA Michael Graham PC  Shalia  Edl
SL4 2.01
UMMarian Koprada 2AD Martin Ellis LM Mike Bogdanovic OPA Emilie Sonego
Rate  Sheet K
ALM Angela Rice
2 - 20146  100A Avenue
"Langley,  BC V1M 3G2 ALM Connor  Rielly"
riverdaleprodoffice@gmail.com LS Malissa  K. Katrynuk
TAL Katrina Anderson
""
Phone: (778)298-6344
Fax:  (778)298-6346
""
""
Sep  14 2020 - May 01 2021
""
""
""
